Date,AppID,AppName,Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
5/26/2020 1:39,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Anand jhariya,5,,Osm app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEnUkJ9vimkq2DkUkdOOh_owDf1L84mQlmD3XsPOUWwvPAj7D1PmQvgddF6eXK7jt6BKq6ZNsp_mivH0Kw,https://appfollow.io/gp/1208702/review/529317062,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317062
5/26/2020 1:34,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,imam saab,1,,I don't like the app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFh9PwAGayo3HTonq5Xnq2opq7qP5JN_VY0c0yKI7QPxyZk6GuFe3-Vzn66Ox6r0GRwGy76sFFcsf_hXMI,https://appfollow.io/gp/1208702/review/529317061,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317061
5/26/2020 1:24,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,sravan kumar,2,,Poor app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEppsr-Jxv3NS32185hGpiz4TpxWRUJlpGZof0z6uMwu92RWCgrB78tKcwl8lR2V22QT6zxQOogHioT-oU,https://appfollow.io/gp/1208702/review/529317060,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317060
5/25/2020 23:36,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,santosh pandit,5,,Good step towards GDP,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGpAkKvMOhh8_6RbYQmu4fL6BtPaljE_UKTy79RR6ga3HzoQoYu1PIdW5FQkiphfmncW807g61KZuRMesc,https://appfollow.io/gp/1208702/review/529317059,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317059
5/25/2020 22:57,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Sachin Yele,5,,Nice Make in india,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOExKExQD37arS99RIkQIf1kZuSJioZzxhrlS5eFSErWX6JwRGWrLmX7BRAzNIYwVRNMg4zJi7ra0Dn1l2Y,https://appfollow.io/gp/1208702/review/529317058,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317058
5/25/2020 20:21,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Parthiban Kumar,1,,"All old model damaged stuff they are getting unnecessary media attention without any hardwork other brands are doing far better work Croma have better new line up, I got cheated by reliance I ended up paying 11k extra than Croma price even I have taken up this problem till ceo desk I have even provided them with croma estimate this people just stopped replying my email",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHuNkuxpWIigg16M1xTL3kcStHGsimSwFZ7jSC9iLQOIAzF_1EuGnAxhIktJ6EDVz5jR-4FZmbM5LBGNco,https://appfollow.io/gp/1208702/review/529317057,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317057
5/25/2020 19:49,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,शस्त्र और शास्त्र,5,,Mera bharat mahan,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHYTLQP9Jkb3BhNIjscf5kTFapu-kBYoJ9gA9hKkXqVqCXnkKDvN3J31s_nQsdz6Be5KyQhKvcckilpz6k,https://appfollow.io/gp/1208702/review/529317056,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317056
5/25/2020 19:17,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Tummuru Sripriyanka Reddy,1,,Unable access the app.... Installed it but it shows nothing but a blank white page. Rit now uninstalled.,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHQDyWxgW6cimvvjaZTDWZ761dXiKp7yaOHd_oaYQ_Hf4a35wf0Q3ks-fHcNzkaQwF0FFfbSKvQzBnndX4,https://appfollow.io/gp/1208702/review/529317055,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317055
5/25/2020 19:11,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Pomegranate farmers b. k MO 6352814440,5,,I like app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEsJFI4cPS1eCJ6sstBP0k5jWj9vUrW6oP3IltyFKvr6iaiU7TF6L-m_ll5uXlAmOZr4qwp8TfNVFJ_arw,https://appfollow.io/gp/1208702/review/529317054,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317054
5/25/2020 17:56,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Surendrasingh Hariyali,5,,Very best product,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHWpnhp5OihnS6UxSrPSeDq3Pw53BqvOmOIbaH3cofOFyCp9v2dqHmyzl6q181kfltaRVZppUI-yaGFUuo,https://appfollow.io/gp/1208702/review/529317053,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317053
5/25/2020 17:10,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,shubham jain,1,,"Worst experience. There customer service executive didn't reply properly, they just know one thing and that is to disconnect the call. One of their executive gave me invalid number. My previous got removed.",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEEnZ7OqsksYiMEsA75A7pNmAxe_O6NXnu0bmGp2m2UnfZojFivYRaWW3FHquSqYjn5IrZVhtkzjlYzAc4,https://appfollow.io/gp/1208702/review/529317052,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317052
5/25/2020 17:02,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Santosh Kumar,5,,Good product,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHtTMAjil89H_8KI29eJbNu-qV4H1hM88g_7I5DKly4KWESLZ2QW390afRVBPUAa4GSnD1I9DsDsjLdcUo,https://appfollow.io/gp/1208702/review/529317051,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317051
5/25/2020 16:57,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,mighty samurai,1,,Pagal,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGFF8a1kT2C9SvuqTcBqypU2vCGWFXKaN1N7vYiugWyq7ZqH3JyIwAwBNf-WGEuihoMZrnohr7hxqB85Yo,https://appfollow.io/gp/1208702/review/529317050,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317050
5/25/2020 16:50,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,UTTAM MANNA,5,,Good,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEli7o7cZ0oDAH2E5NxAV23_on-aHH6P6Lm2AfNSBt4FxV680axETIQ4_1mMcFosQtXbCZ83Bnj9w8jvjM,https://appfollow.io/gp/1208702/review/529317049,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317049
5/25/2020 16:44,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,vishvanath arora,5,,I give 5 starts just bcoz.. I want that Jio should compete amazon markets,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGN_9xA-U9oZRh-b1U_tiNrpZWqVft7Z3FbCMMHL-bhuqLOXvYwYNR0RosvkpKJjldoEM_5aPAEnje6rWI,https://appfollow.io/gp/1208702/review/529317048,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317048
5/25/2020 16:40,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Shubham Yadav,5,,nice,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFwRIu1lkBsisZqZK4tqzZVwOgF0HsnajDRib3sT_Y5IBCC9dmdLEzBu3MuIPUOGgmQI2n28rYwChsXX_o,https://appfollow.io/gp/1208702/review/529317047,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317047
5/25/2020 16:34,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,sonali bhattacharya,3,,Not opening even after updating chrome. Whats the issuse. U should fix the bugs. I,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOE7uwd-cnh90FCf6CpNrzSczYpo6z5tz4LDON5xdHoAW-jyY6NjioHK_igukvVUm_d-Cr6YueUcPVRVENE,https://appfollow.io/gp/1208702/review/529317046,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317046
5/25/2020 16:22,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,प्रिंस सिंह,5,,Love india,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEvFsunT-LQNrkn9oL2zhkHWPUXyl-vQbPXx-cZ_jTRyxS3J_3LW8iJgijPWfyxhIsrdtJ-VxLO2cEmSVo,https://appfollow.io/gp/1208702/review/529317045,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317045
5/25/2020 15:20,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Seema Suryawanshi,4,,Best app but important to increase some issues,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFT8vY5LSN83lG9Sa5_AcCpetbZdScSzv4jCstFcB3Iu939-tmkE-PtriCHL4OvRkCFLKOptIuEK-N8CTE,https://appfollow.io/gp/1208702/review/529317044,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317044
5/25/2020 14:59,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Abhinav Sharma,5,,This app is very good and offers a wide range of electronic products,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGdpyeeAzC2hp1caz1EIBJ2QxrRWTv0jH53fnPT-KD0YxDjuacp858QmmkmfuwTYwJBoAcJjkpV9SKVY0c,https://appfollow.io/gp/1208702/review/529317043,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317043
5/25/2020 14:56,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Vinit Tayde,5,,It's Amazing Amazon and Flipcart ka Compititer hai 🤔,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG0bzFZ2cI8n6RbYTsF4xFLfVBDSYh9K_hifbUndMOW-YMqesbb1sDdBfq8ZcZsDvNtx5RlWX0022N-Q7g,https://appfollow.io/gp/1208702/review/529317042,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317042
5/25/2020 14:49,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Raj kamal Gaur,5,,Wahh,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF3T687cb7R61aETnFF5HP65T6sWGV6FLVRfr9eVOHFIW92t9vmx_Mnyo_e9D3wPTZErQbY_dP7ososIsA,https://appfollow.io/gp/1208702/review/529317041,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317041
5/25/2020 14:44,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Chethan Kv,5,,❤,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEetO4D7Qa_KnrXcRA0RJ5pHMwZYbuseil5GtWavKEqB7Hq-HVC0uL4ssAtRDdV2V7I6QK8MBkmV3Yc2LE,https://appfollow.io/gp/1208702/review/529317040,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317040
5/25/2020 14:44,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Pradyumn Agnihotri,5,,This amazing app superb,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEq_boPH7M8rQzJvim4G1EyZLvso_Ij67DBzQK3GX4M4oXRBvJM7s8DeAoZYJDho4xADbqXNuseJPh-_VU,https://appfollow.io/gp/1208702/review/529317039,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317039
5/25/2020 14:05,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Roshan Kumar,5,,This is good.,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF4dlGOAKpxfBS-Tn2c7r7RbFvab7vB4EiAOlWjLv6Qv2OeG-LEvLjNuWzswT2Nxx0j82QR8IheUlqvS4w,https://appfollow.io/gp/1208702/review/529317038,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317038
5/25/2020 13:38,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Anjali Singh,5,,Promote reliance company,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG5FduyE02mf_1-s3HZ94GHsvILOCNSED5_UEoLuuhbiKsBEVLJoMVtdNJHNwjordwq9wvF7wsQgBEWkpw,https://appfollow.io/gp/1208702/review/529317037,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317037
5/25/2020 12:21,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Rakesh Nayak,1,,"Without delivering the order , they are sending the message that your shipment is delivered",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOH6TtX07jkv_lM7CZWS76qJVohW5Xb8WZmqF7kbdzedjLYqQQOHDFyUzArtFKbS2RKesp3l87pqc6Jlz5U,https://appfollow.io/gp/1208702/review/529317036,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317036
5/25/2020 11:34,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,SP DEY,5,,Nice,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFGqzDeTvxFT_WG6vE3rezZ_1lAJf-oDY3c_3r4VY-kmi_CQT6iKbnNhkhGn6bSOgZC0BsM5lRV8QPdLz0,https://appfollow.io/gp/1208702/review/529317035,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317035
5/25/2020 10:27,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,priyanka patel,5,,Great app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGzfVwCihFLR-DyIsepthr0I4ZKPvJpQ4wowJLoYlmZBKC7y4ZWASPE6zu1cc7EYUutrepxZhcx0hhp_ew,https://appfollow.io/gp/1208702/review/529317034,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317034
5/25/2020 10:22,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,WILDSTONE 69,1,,Not many options available. And also for most of the items it is showing out of stock or pincode not serviceable,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG7nezQO4J0puDmZ_vMc-PdxdGLHrEvwTto4qqEeVQXgBN_IP4tSv1-WqRnWhNth6zqerot5CkSl8vB50w,https://appfollow.io/gp/1208702/review/529317033,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317033
5/25/2020 10:12,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Ranvir Kumar,1,,Scams only,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHLKWb_rmKI4fdPG0WYN95tqEBuxylq_KWnwllBvEe-IuoZwgpKAid-hqV7qQtYuAwUgn7ykXHEjQMEvHg,https://appfollow.io/gp/1208702/review/529317032,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317032
5/25/2020 10:08,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Rohith M.C,5,,best,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGs9bolUXR7lrSLN5o9ayRiLvSdf6LTwHjHvL8g0FOawna-Tcu4Sw1dHW0Xe8-_EtYQq4MJ-RlIrPD0DaI,https://appfollow.io/gp/1208702/review/529317031,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317031
5/25/2020 9:51,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Dhanraj Kulal,5,,Best shopping site,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFd_pV6JeaspJNnAz_rSoOLeYsh0tjlVMt__NTkdKz1ShpxjLX0CEFAGeUUz387ZLODan53mp8e6Zg3aKc,https://appfollow.io/gp/1208702/review/529317030,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317030
5/25/2020 9:29,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Aditya Dhage,1,,Just a link to browser,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHyibJWpR-HE9qfFyMww4iicJjccl8Nr_u6zBNGwn2K4-h25lUTNBvW2LUZnwGM951flF0lcLcL18vyjdk,https://appfollow.io/gp/1208702/review/529317029,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317029
5/25/2020 9:19,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Ravi Talwar,5,,Good sawdesi app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG-mQwEAcGkuA3q-6N0W18biQPuVdIOBWFPnTuXrjlBjzyMBmGLM2R_lzYC3w09iX5NxrtytoE0OMT-Bu4,https://appfollow.io/gp/1208702/review/529317028,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317028
5/25/2020 8:33,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Conan Detective,1,,Looks like website running in app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFGKfrGDLFxQXouyWa8LOu4K9GZMKMLnIIDtT9b3_mrJ3KaY8AutVO6yjP8Tz4QSvrx7PTQVg6oTmqsU6g,https://appfollow.io/gp/1208702/review/529317027,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317027
5/25/2020 8:32,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Lathif hr,1,,"I had ordered JioFi3 router, after using for 2 days it is not working properly. I have got a faulty product and customer service is very worst even after contacting them for multiple times didn't get any resolution.",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEv0OKVkJM5TpXFgSemOW5TBfGj5LZE78ytkeH7QkORQSpM5iMkSNLqOKdTaGYy-jphvo9T-cLbldGjypU,https://appfollow.io/gp/1208702/review/529317026,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317026
5/25/2020 8:31,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,suhas 18,5,,Nice app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHf1w1wPeqYDFeoS8gl6xK0dR6z96OOhX66NqAvTmLWfKBcEk4zAjaUnIE43jZGIuf2Jhx9AMh46FN3zQg,https://appfollow.io/gp/1208702/review/529317025,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317025
5/25/2020 8:22,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,rahul kumar sahoo,1,,Bad app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGW9JHC0cBujucbbsU0IrFtJvwaxaCwSwyyqDU0BOiHvcj9lC8wma6eFhg8FBYxUKFzC51sO3Tij4K8AZs,https://appfollow.io/gp/1208702/review/529317024,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317024
5/25/2020 8:10,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,K.K RAJ,5,,Need to improvement and incrase delivery areas,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGjUA0hHUBOpsqE6OcZFMiI5vA0wKgTwPfOMw4JJCRmGaOauGfktJBALVDTM7gL9BE0sFWcFnvM4TSVyU0,https://appfollow.io/gp/1208702/review/529317023,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317023
5/25/2020 7:48,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Ravi Patidar,5,,Very use full app and swadeshi app indai ka pes indai me,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFkVKXsCuxwtdRepyH8uYvIVCQkR4IMFIlyYunv8HyPjMshzl6ABci_PNF1Ia0-lc9XcMYRQtPuI7y87qc,https://appfollow.io/gp/1208702/review/529317022,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317022
5/25/2020 6:46,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Priyambada Mishra,5,,This is indian online shopping app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFE67pKSfJzA7axnBGwP6AguG6bwFkA609uCYUeg55AZS_VwyV-8vgxBJNBTQ7c3B2I8GPuwMY5JKnfmU4,https://appfollow.io/gp/1208702/review/529317021,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317021
5/25/2020 6:35,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Pushpesh Prashant,5,,"This is an Excellent Indian Online Store App. It will surely compete Flipkart and Amazon. Although Few Improvements are required, but as the app is new, I hope it will do in coming days. All the Best Reliance Industries and Jio for the future..",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFktIUJ-lU6pZ70q49gYeMlpM8PdIHD3SfsVg7Zh8YoSMkQDLDyj1KYIy_5edQyA01kt7y9zSKZHjjmNNM,https://appfollow.io/gp/1208702/review/529317020,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317020
5/25/2020 6:32,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Johnson Bāg,2,,"Compare to amazon & flipkart the prices are 20% 30% higher. Many laptops ,mobiles & digital gadgets are not avaliable at my loctation .",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGpqM29sYYuqPPJBuKNGbG6Yu6Ztb4Q_nBABjW6mpGPNpCexpu9ZK13Hpj_w7gNBE0equXUf62FPokzjS0,https://appfollow.io/gp/1208702/review/529317019,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317019
5/25/2020 6:18,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Hardik Limbachiya,1,,Ui is not upto the mark so many bug needs to be fixed,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOERXx5bfnN7wFq9uZFxCjSzz92hl9esO2IohP9_S_pKyWHz2oT449DSmUBn4E60FAx9qkDkEkwhOyCO-ak,https://appfollow.io/gp/1208702/review/529317018,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317018
5/25/2020 6:11,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,dhiraj raj,5,,Awsome app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGJQACfCSDJakEsAEqpXyqFSaWp-nnX2cCKVm_2h9mOZHgNnlh1L-7-XpJ3DERNKJPL-AO3_c2CFB94P_s,https://appfollow.io/gp/1208702/review/529350324,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350324
5/25/2020 6:04,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Kailash Nemade,1,,Not running,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFhu32a5LSTjjr5DO_tm94L28-avi-wW38N-gwSttUDwN5b2obgvFOQHHcNYwxkw8rRi4grcac3OgDL_fQ,https://appfollow.io/gp/1208702/review/529350323,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350323
5/25/2020 5:55,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Vinod Kumar,5,,nice,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFp-gsY96yeK-VliSaUV24hCV9K65NJx6sRgsvBRW4ViQpEs-pYl8-tTQw8h_j0uUsMdZxypn1tdTnfbYk,https://appfollow.io/gp/1208702/review/529350322,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350322
5/25/2020 5:32,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,manish raj,5,,Aatmanirbhar aandolan😎,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG0nO_KjCCgcKDP1ro5WaplsvJCbFU3XmAtW6BHVqtQoeY79EDC8d2letD3KTPz5cGkh9fz6QKS6uTIqzc,https://appfollow.io/gp/1208702/review/529350321,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350321
5/25/2020 5:32,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,rakesh Kumar,5,,Good,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHaxzb9PNZ2fuovtoHdfODl2PQpEnI3vX6hc-OjpZNQTOeN0Mi7mwwZyscTuRLni6yXhLe68h471v26Gw0,https://appfollow.io/gp/1208702/review/529350320,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350320
5/25/2020 5:20,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,ankit kumar,5,,Best app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF6bL5oUUqVSrld-oCpSQeBypNweyI_kzmo3x3psZoykmd12bFkvlOu_Ft_by4h_skwO0ZdH0-S0icprME,https://appfollow.io/gp/1208702/review/529350319,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529350319
